id,MDQ.prob.mcid,MDQ.prob.pain,NDI.prob.mcid,NDI.prob.pain,KOS.prob.mcid,KOS.prob.pain,LEFS.prob.mcid,LEFS.prob.pain,QDASH.prob.mcid,QDASH.prob.pain
1,-0.779846,1.209866,-0.985615,0.532639,-5.961749,1.244353,-5.190822,1.69599,-0.47271,1.028508
