functional_admit,DASH_functional,DASH_pain,KOS_functional,KOS_pain,LEFS_functional,LEFS_pain,MDQ_functional,MDQ_pain,NDI_functional,NDI_pain
84,-2.998662182457076,0.920070720189122,3.8705010210179056,-0.6367038516773668,2.671115081175856,-1.095733168334116,-2.195843030697837,1.6163977231263964,-1.941816425518996,2.2084165514573955
85,-3.0343605417720405,0.9310239430485164,3.916578414125262,-0.6442836594354306,2.702914070237473,-1.108777610814284,-2.221984019158526,1.6356405531636151,-1.9649332877275552,2.234707224689031
86,-3.070058901087006,0.9419771659079106,3.962655807232618,-0.6518634671934945,2.7347130592990903,-1.121822053294452,-2.2481250076192145,1.6548833832008345,-1.9880501499361147,2.260997897920667
87,-3.105757260401971,0.952930388767305,4.008733200339974,-0.6594432749515584,2.7665120483607075,-1.1348664957746202,-2.2742659960799028,1.6741262132380534,-2.011167012144674,2.2872885711523026
88,-3.141455619716936,0.9638836116266992,4.05481059344733,-0.6670230827096224,2.798311037422325,-1.147910938254788,-2.3004069845405914,1.6933690432752724,-2.0342838743532337,2.3135792443839382
89,-3.177153979031901,0.9748368344860936,4.100887986554686,-0.6746028904676863,2.8301100264839425,-1.1609553807349562,-2.32654797300128,1.712611873312491,-2.057400736561793,2.339869917615574
90,-3.212852338346867,0.985790057345488,4.146965379662042,-0.6821826982257502,2.86190901554556,-1.1739998232151243,-2.3526889614619684,1.7318547033497105,-2.080517598770353,2.3661605908472096
91,-3.248550697661832,0.996743280204882,4.193042772769398,-0.6897625059838141,2.893708004607177,-1.1870442656952924,-2.378829949922657,1.7510975333869294,-2.103634460978912,2.3924512640788453
92,-3.284249056976797,1.0076965030642764,4.239120165876754,-0.6973423137418779,2.9255069936687943,-1.2000887081754603,-2.4049709383833457,1.7703403634241484,-2.1267513231874715,2.418741937310481
93,-3.3199474162917624,1.0186497259236709,4.28519755898411,-0.7049221214999418,2.957305982730412,-1.2131331506556284,-2.431111926844034,1.7895831934613675,-2.149868185396031,2.4450326105421167
94,-3.3556457756067277,1.0296029487830651,4.331274952091466,-0.7125019292580057,2.989104971792029,-1.2261775931357966,-2.4572529153047227,1.8088260234985865,-2.1729850476045907,2.4713232837737524
95,-3.3913441349216926,1.0405561716424594,4.377352345198822,-0.7200817370160696,3.020903960853646,-1.2392220356159644,-2.483393903765412,1.8280688535358052,-2.19610190981315,2.497613957005388
96,-3.427042494236658,1.0515093945018537,4.423429738306178,-0.7276615447741335,3.052702949915264,-1.2522664780961326,-2.5095348922261,1.8473116835730243,-2.2192187720217094,2.5239046302370234
97,-3.462740853551623,1.062462617361248,4.469507131413534,-0.7352413525321974,3.084501938976881,-1.265310920576301,-2.5356758806867883,1.8665545136102435,-2.242335634230269,2.550195303468659
98,-3.498439212866588,1.0734158402206424,4.51558452452089,-0.7428211602902612,3.1163009280384983,-1.2783553630564686,-2.561816869147477,1.8857973436474624,-2.2654524964388285,2.5764859767002948
99,-3.534137572181553,1.0843690630800369,4.561661917628246,-0.7504009680483251,3.148099917100116,-1.2913998055366367,-2.5879578576081657,1.9050401736846811,-2.288569358647388,2.6027766499319305
100,-3.5698359314965185,1.095322285939431,4.607739310735602,-0.757980775806389,3.179898906161733,-1.3044442480168048,-2.614098846068854,1.9242830037219003,-2.311686220855947,2.629067323163566
