intercept,DASH_functional,DASH_pain,KOS_functional,KOS_pain,LEFS_functional,LEFS_pain,MDQ_functional,MDQ_pain,NDI_functional,NDI_pain
1,-2.1051434343165747,0.7795192164678384,-5.611869722379615,1.0346497091576683,-4.559341475620297,1.8746820020351669,-1.7216953169016516,1.2880590633819804,-0.7110616412495453,1.233839570408957
